Function,Scene,Metric,Type,Level,Run,Value
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,25,2.341562
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,25,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,25,2.341562
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,26,20.740596
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,26,18.351567
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,26,20.740596
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,26,18.351567
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,26,20.740596
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,26,18.351567
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,27,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,27,1.809912
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,27,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,27,1.809912
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,27,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,27,1.809912
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,28,35.353253
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,28,93.524396
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,28,35.353253
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,28,93.524396
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,28,35.353253
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,28,93.524396
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,29,22.096992
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,29,56.604226
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,29,22.096992
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,29,56.604226
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,29,22.096992
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,29,56.604226
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,2,28.712917
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,2,25.911972
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,2,28.712917
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,2,25.911972
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,2,28.712917
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,2,25.911972
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,30,25.989520
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,30,24.348067
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,30,25.989520
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,30,24.348067
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,30,25.989520
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,30,24.348067
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,3,16.879505
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,3,30.573220
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,3,16.879505
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,3,30.573220
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,3,16.879505
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,3,30.573220
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,4,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,4,1.953567
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,4,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,4,1.953567
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,4,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,4,1.953567
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,5,33.538086
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,5,26.967475
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,5,33.538086
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,5,26.967475
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,5,33.538086
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,5,26.967475
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,6,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,6,2.148172
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,6,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,6,2.148172
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,6,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,6,2.148172
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,7,20.271879
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,7,16.210725
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,7,20.271879
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,7,16.210725
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,7,20.271879
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,7,16.210725
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,8,27.886599
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,8,23.604237
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,8,27.886599
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,8,23.604237
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,8,27.886599
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,8,23.604237
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,9,25.885804
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,9,37.002142
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,9,25.885804
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,9,37.002142
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,9,25.885804
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),openmp,MEM,9,37.002142
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,10,41.858076
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,10,16.724493
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,10,41.858076
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,10,16.724493
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,10,41.858076
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,10,16.724493
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,11,71.121027
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,11,11.639536
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,11,71.121027
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,11,11.639536
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,11,71.121027
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,11,11.639536
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,12,14.050286
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,12,16.828467
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,12,14.050286
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,12,16.828467
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,12,14.050286
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,12,16.828467
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,13,95.894200
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,13,21.498644
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,13,95.894200
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,13,21.498644
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,13,95.894200
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,13,21.498644
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,14,24.431590
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,14,13.215503
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,14,24.431590
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,14,13.215503
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,14,24.431590
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,14,13.215503
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,15,43.589460
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,15,5.880041
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,15,43.589460
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,15,5.880041
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,15,43.589460
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,15,5.880041
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,16,58.566240
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,16,9.371485
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,16,58.566240
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,16,9.371485
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,16,58.566240
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,16,9.371485
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,17,53.226115
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,17,13.347152
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,17,53.226115
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,17,13.347152
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,17,53.226115
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,17,13.347152
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,18,81.369469
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,18,5.694102
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,18,81.369469
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,18,5.694102
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,18,81.369469
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,18,5.694102
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,19,35.680600
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,19,10.408761
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,19,35.680600
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,19,10.408761
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,19,35.680600
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,19,10.408761
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,1,23.704195
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,1,19.348829
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,1,23.704195
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,1,19.348829
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,1,23.704195
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,1,19.348829
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,20,81.291630
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,20,21.082401
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,20,81.291630
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,20,21.082401
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,20,81.291630
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,20,21.082401
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,21,46.995632
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,21,25.036760
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,21,46.995632
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,21,25.036760
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,21,46.995632
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,21,25.036760
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,22,56.869373
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,22,12.173360
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,22,56.869373
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,22,12.173360
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,22,56.869373
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,22,12.173360
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,23,33.528312
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,23,15.003619
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,23,33.528312
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,23,15.003619
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,23,33.528312
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,23,15.003619
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,24,71.768739
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,24,11.558495
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,24,71.768739
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,24,11.558495
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,24,71.768739
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,24,11.558495
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,25,54.437016
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,25,18.885674
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,25,54.437016
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,25,18.885674
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,25,54.437016
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,25,18.885674
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,26,25.411449
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,26,12.622513
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,26,25.411449
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,26,12.622513
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,26,25.411449
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,26,12.622513
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,27,40.762412
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,27,7.570771
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,27,40.762412
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,27,7.570771
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,27,40.762412
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,27,7.570771
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,28,54.786314
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,28,20.255107
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,28,54.786314
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,28,20.255107
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,28,54.786314
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,28,20.255107
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,29,108.659893
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,29,21.177587
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,29,108.659893
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,29,21.177587
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,29,108.659893
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,29,21.177587
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,2,37.566326
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,2,24.645937
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,2,37.566326
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,2,24.645937
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,2,37.566326
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,2,24.645937
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,30,73.227261
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,30,6.475787
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,30,73.227261
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,30,6.475787
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,30,73.227261
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,30,6.475787
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,3,37.503629
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,3,19.396657
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,3,37.503629
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,3,19.396657
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,3,37.503629
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,3,19.396657
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,4,54.798123
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,4,7.368443
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,4,54.798123
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,4,7.368443
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,4,54.798123
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,4,7.368443
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,5,15.724866
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,5,15.307289
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,5,15.724866
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,5,15.307289
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,5,15.724866
