Function,Scene,Metric,Type,Level,Run,Value
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,5,15.307289
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,6,25.024506
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,6,15.804385
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,6,25.024506
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,6,15.804385
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,6,25.024506
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,6,15.804385
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,7,19.174535
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,7,18.664240
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,7,19.174535
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,7,18.664240
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,7,19.174535
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,7,18.664240
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,8,45.296022
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,8,17.316285
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,8,45.296022
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,8,17.316285
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,8,45.296022
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,8,17.316285
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,9,76.418667
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,9,6.182818
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,9,76.418667
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,9,6.182818
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,9,76.418667
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Bandwidth (MBytes/s),sequential,MEM,9,6.182818
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,10,0.144382
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,10,0.161565
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,10,0.144382
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,10,0.161565
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,10,0.144382
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,10,0.161565
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,11,0.147309
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,11,0.156212
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,11,0.147309
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,11,0.156212
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,11,0.147309
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,11,0.156212
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,12,0.140600
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,12,0.152576
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,12,0.140600
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,12,0.152576
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,12,0.140600
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,12,0.152576
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,13,0.146404
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,13,0.155456
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,13,0.146404
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,13,0.155456
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,13,0.146404
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,13,0.155456
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,14,0.145645
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,14,0.149888
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,14,0.145645
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,14,0.149888
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,14,0.145645
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,14,0.149888
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,15,0.144861
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,15,0.149554
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,15,0.144861
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,15,0.149554
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,15,0.144861
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,15,0.149554
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,16,0.143463
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,16,0.150128
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,16,0.143463
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,16,0.150128
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,16,0.143463
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,16,0.150128
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,17,0.145239
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,17,0.153787
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,17,0.145239
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,17,0.153787
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,17,0.145239
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,17,0.153787
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,18,0.145882
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,18,0.154267
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,18,0.145882
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,18,0.154267
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,18,0.145882
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,18,0.154267
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,19,0.140156
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,19,0.152307
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,19,0.140156
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,19,0.152307
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,19,0.140156
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,19,0.152307
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,1,0.139530
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,1,0.156172
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,1,0.139530
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,1,0.156172
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,1,0.139530
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,1,0.156172
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,20,0.145118
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,20,0.150793
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,20,0.145118
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,20,0.150793
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,20,0.145118
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,20,0.150793
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,21,0.144999
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,21,0.155974
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,21,0.144999
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,21,0.155974
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,21,0.144999
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,21,0.155974
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,22,0.149686
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,22,0.155867
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,22,0.149686
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,22,0.155867
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,22,0.149686
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,22,0.155867
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,23,0.146587
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,23,0.151501
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,23,0.146587
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,23,0.151501
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,23,0.146587
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,23,0.151501
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,24,0.143097
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,24,0.149820
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,24,0.143097
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,24,0.149820
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,24,0.143097
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,24,0.149820
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,25,0.145319
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,25,0.156291
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,25,0.145319
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,25,0.156291
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,25,0.145319
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,25,0.156291
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,26,0.143840
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,26,0.151833
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,26,0.143840
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,26,0.151833
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,26,0.143840
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,26,0.151833
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,27,0.142885
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,27,0.154665
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,27,0.142885
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,27,0.154665
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,27,0.142885
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,27,0.154665
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,28,0.151018
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,28,0.158460
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,28,0.151018
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,28,0.158460
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,28,0.151018
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,28,0.158460
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,29,0.148206
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,29,0.159814
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,29,0.148206
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,29,0.159814
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,29,0.148206
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,29,0.159814
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,2,0.142933
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,2,0.154109
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,2,0.142933
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,2,0.154109
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,2,0.142933
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,2,0.154109
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,30,0.144978
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,30,0.154349
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,30,0.144978
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,30,0.154349
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,30,0.144978
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,30,0.154349
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,3,0.147801
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,3,0.156911
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,3,0.147801
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,3,0.156911
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,3,0.147801
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,3,0.156911
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,4,0.147411
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,4,0.155481
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,4,0.147411
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,4,0.155481
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,4,0.147411
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,4,0.155481
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,5,0.146605
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,5,0.150877
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,5,0.146605
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,5,0.150877
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,5,0.146605
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,5,0.150877
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,6,0.149493
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,6,0.156573
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,6,0.149493
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,6,0.156573
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,6,0.149493
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,6,0.156573
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,7,0.144466
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,7,0.153313
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,7,0.144466
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,7,0.153313
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,7,0.144466
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,7,0.153313
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,8,0.144324
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,8,0.149985
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,8,0.144324
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,8,0.149985
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,8,0.144324
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,8,0.149985
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L2,9,0.148108
